SalesKey,DateKey,CustomerKey,ProductKey,Quantity,SalesAmount
128,20240505,75,17,2,2318
129,20240504,139,12,4,3564
130,20250821,51,13,2,2998
131,20230428,182,19,1,1118
132,20240327,103,11,3,4206
133,20250113,162,14,1,1080
134,20230116,18,3,5,5160
135,20250430,136,14,4,4320
136,20231007,185,16,1,1289
137,20251004,173,6,5,735
138,20240709,162,9,5,7400
139,20241118,195,8,5,660
140,20230503,110,11,5,7010
141,20230108,60,5,3,951
142,20250327,36,7,5,2290
143,20230514,87,19,1,1118
144,20231229,22,18,5,4865
145,20230506,167,14,1,1080
146,20250711,30,16,1,1289
147,20230302,117,15,1,935
148,20230203,49,13,2,2998
149,20250606,83,9,1,1480
150,20250502,196,19,2,2236
151,20250615,69,13,5,7495
152,20240702,46,3,5,5160
153,20251011,174,13,3,4497
154,20231215,38,8,1,132
155,20250824,101,9,4,5920
156,20250122,98,3,5,5160
157,20251031,177,20,3,3141
158,20240823,84,2,2,2512
159,20240926,17,2,5,6280
160,20251026,58,20,4,4188
161,20250818,64,17,2,2318
162,20250511,143,8,5,660
163,20250401,107,3,2,2064
164,20231010,121,16,3,3867
165,20230417,199,16,2,2578
166,20230608,58,6,5,735
167,20231026,173,15,5,4675
168,20230921,86,14,2,2160
169,20230309,50,2,3,3768
170,20230413,62,8,4,528
171,20250212,57,3,2,2064
172,20241117,14,12,2,1782
173,20250426,37,9,5,7400
174,20230306,181,15,1,935
175,20240714,103,18,1,973
176,20241114,129,15,4,3740
177,20250319,4,4,5,3150
178,20230103,97,10,4,3304
179,20250613,70,14,2,2160
180,20231107,132,5,2,634
181,20230221,186,14,2,2160
182,20250218,105,3,1,1032
183,20251111,99,8,5,660
184,20230831,77,7,4,1832
185,20230311,84,17,2,2318
186,20231210,11,19,3,3354
187,20230504,65,8,3,396
188,20230308,98,13,5,7495
189,20250125,94,10,1,826
190,20230411,71,11,3,4206
191,20250131,124,17,1,1159
192,20250410,189,2,1,1256
193,20240226,187,20,2,2094
194,20241116,49,20,3,3141
195,20250618,146,15,5,4675
196,20231208,140,7,3,1374
197,20240805,93,3,4,4128
198,20240624,80,18,1,973
199,20250701,52,14,3,3240
200,20241104,141,13,5,7495
201,20251019,56,9,3,4440
202,20230829,172,3,2,2064
203,20230617,82,15,2,1870
204,20240508,46,9,1,1480
205,20241023,172,14,3,3240
206,20250722,51,19,5,5590
207,20230805,181,1,4,3388
208,20241227,8,13,1,1499
209,20230330,62,4,1,630
210,20230201,80,1,5,4235
211,20241107,200,9,4,5920
212,20230302,84,12,4,3564
213,20240315,20,7,1,458
214,20230216,29,15,4,3740
215,20251117,55,8,2,264
216,20250925,68,5,1,317
217,20250606,24,17,4,4636
218,20240514,81,20,3,3141
219,20240607,114,14,5,5400
220,20250107,31,12,4,3564
221,20250920,161,18,5,4865
222,20240706,19,2,1,1256
223,20251231,47,8,4,528
224,20231220,94,4,5,3150
225,20250607,30,8,5,660
226,20250530,196,14,2,2160
227,20230601,108,18,2,1946
228,20230613,180,10,3,2478
229,20240723,26,7,3,1374
230,20240502,37,8,4,528
231,20230706,84,14,3,3240
232,20230809,146,5,1,317
233,20251121,177,20,1,1047
234,20230323,162,5,5,1585
235,20250703,197,5,5,1585
236,20240201,191,15,3,2805
237,20240223,114,18,4,3892
238,20240407,27,2,5,6280
239,20251008,124,6,1,147
240,20240227,63,20,3,3141
241,20230518,110,14,2,2160
242,20241009,103,16,4,5156
243,20250417,4,18,3,2919
244,20231129,26,17,2,2318
245,20250424,91,14,3,3240
246,20250326,62,16,1,1289
247,20230313,164,9,2,2960
248,20240114,62,2,4,5024
249,20251114,57,12,4,3564
250,20251202,116,1,5,4235
251,20240629,159,1,1,847
252,20250315,103,8,4,528
253,20250523,133,1,1,847
254,20251127,59,18,5,4865
255,20230106,47,8,1,132
256,20241103,94,2,4,5024
257,20230508,7,16,1,1289
258,20250127,17,9,4,5920
259,20250203,29,14,4,4320
260,20230223,175,19,4,4472
261,20241205,111,16,1,1289
262,20240225,5,5,1,317
263,20231230,179,12,1,891
264,20240918,34,12,5,4455
265,20240120,22,13,3,4497
266,20230531,132,5,3,951
267,20230208,195,4,1,630
268,20230508,42,14,4,4320
269,20231204,22,15,2,1870
270,20230214,67,4,3,1890
271,20240123,99,8,5,660
272,20230721,4,20,4,4188
273,20231011,24,15,1,935
274,20241208,140,4,5,3150
275,20230330,64,3,4,4128
276,20230420,28,18,2,1946
277,20241125,200,4,2,1260
278,20230619,81,6,1,147
279,20240226,147,20,5,5235
280,20230710,131,17,3,3477
281,20250404,44,4,5,3150
282,20241002,23,3,5,5160
283,20251213,140,6,5,735
284,20231130,196,5,2,634
285,20250104,140,14,5,5400
286,20241214,93,1,2,1694
287,20240722,80,14,3,3240
288,20251230,72,19,1,1118
289,20250108,60,9,2,2960
290,20231004,82,13,4,5996
291,20240304,65,16,1,1289
292,20230317,90,14,2,2160
293,20240728,182,8,1,132
294,20250802,84,17,3,3477
295,20250311,20,1,5,4235
296,20241213,190,17,2,2318
297,20250102,184,20,5,5235
298,20241129,174,7,3,1374
299,20240624,182,16,5,6445
300,20230930,89,7,2,916
301,20231112,138,19,1,1118
302,20250421,96,15,4,3740
303,20230604,193,7,4,1832
304,20241121,191,18,2,1946
305,20250917,126,18,5,4865
306,20240910,75,14,5,5400
307,20230709,117,10,3,2478
308,20250723,105,7,4,1832
309,20240522,62,5,1,317
310,20240121,14,18,2,1946
311,20240802,27,8,3,396
312,20240327,86,1,3,2541
313,20250330,1,17,1,1159
314,20230530,147,17,1,1159
315,20240802,98,15,5,4675
316,20240816,109,19,5,5590
317,20250225,41,4,1,630
318,20240801,165,12,1,891
319,20240331,155,19,4,4472
320,20250915,185,5,2,634
321,20251012,67,9,1,1480
322,20251117,28,13,3,4497
323,20240102,200,10,2,1652
324,20230814,152,10,4,3304
325,20230915,28,4,4,2520
326,20250604,112,16,3,3867
327,20230417,133,14,1,1080
328,20230117,17,8,2,264
329,20230529,147,4,2,1260
330,20240312,49,6,1,147
331,20240205,24,12,5,4455
332,20230501,117,1,1,847
333,20230717,98,7,3,1374
334,20251120,34,13,1,1499
335,20230528,88,16,4,5156
336,20231228,53,6,2,294
337,20240818,3,11,4,5608
338,20230818,136,17,3,3477
339,20250522,188,14,2,2160
340,20230720,55,1,3,2541
341,20231110,146,5,3,951
342,20240618,47,9,4,5920
343,20250421,71,11,5,7010
344,20250811,94,16,5,6445
345,20241118,117,18,4,3892
346,20240216,174,16,5,6445
347,20250804,151,7,5,2290
348,20230701,131,20,3,3141
349,20241026,159,9,5,7400
350,20240821,100,18,3,2919
351,20231116,97,14,4,4320
352,20241231,34,18,3,2919
353,20250926,93,18,5,4865
354,20230719,168,4,4,2520
355,20230519,87,11,2,2804
356,20250808,49,4,3,1890
357,20240725,102,11,3,4206
358,20251208,80,13,3,4497
359,20250522,69,17,3,3477
360,20240219,21,14,4,4320
361,20230103,172,3,3,3096
362,20240630,130,10,4,3304
363,20240819,73,17,1,1159
364,20230811,141,5,4,1268
365,20230203,68,17,3,3477
366,20240206,100,14,1,1080
367,20241118,92,13,2,2998
368,20231024,102,15,5,4675
369,20241009,107,2,5,6280
370,20240118,115,3,4,4128
371,20241030,171,18,3,2919
372,20250223,9,15,5,4675
373,20240209,133,7,1,458
374,20251123,116,10,5,4130
375,20230417,177,16,5,6445
376,20230326,102,11,2,2804
377,20231004,107,16,3,3867
378,20231117,81,15,4,3740
379,20230317,112,18,5,4865
380,20230716,103,17,5,5795
381,20250427,80,19,1,1118
382,20250802,131,14,2,2160
383,20250221,11,1,2,1694
384,20250417,132,4,3,1890
385,20240529,43,8,3,396
386,20231229,163,7,1,458
387,20230302,142,17,4,4636
388,20241001,127,15,5,4675
389,20250702,170,17,4,4636
390,20240823,153,6,4,588
391,20251117,83,17,2,2318
392,20231115,195,8,5,660
393,20230502,50,14,3,3240
394,20230325,83,9,1,1480
395,20240122,98,13,1,1499
396,20231214,117,16,5,6445
397,20250805,4,12,3,2673
398,20251103,139,17,1,1159
399,20230507,47,4,1,630
400,20250220,101,8,1,132
401,20231119,174,10,5,4130
402,20230729,102,3,3,3096
403,20250531,61,11,4,5608
404,20250606,143,1,1,847
405,20230928,102,19,3,3354
406,20240803,17,3,1,1032
407,20231027,15,12,2,1782
408,20250529,77,20,5,5235
409,20240930,75,15,3,2805
410,20240218,15,10,4,3304
411,20230929,55,12,5,4455
412,20250529,13,6,1,147
413,20230929,65,2,4,5024
414,20230522,160,4,2,1260
415,20230503,123,9,3,4440
416,20240613,76,14,4,4320
417,20240322,79,20,2,2094
418,20250123,55,2,2,2512
419,20240825,32,1,1,847
420,20230105,77,3,1,1032
421,20240506,35,9,3,4440
422,20240218,185,15,5,4675
423,20250530,12,11,1,1402
424,20251019,57,16,3,3867
425,20250531,17,12,1,891
426,20241212,62,12,3,2673
427,20241217,70,19,3,3354
428,20230420,16,18,5,4865
429,20250923,111,19,3,3354
430,20230917,20,20,1,1047
431,20250524,72,14,1,1080
432,20240903,66,20,5,5235
433,20250701,196,12,2,1782
434,20230323,119,1,3,2541
435,20230914,48,16,1,1289
436,20240303,59,11,2,2804
437,20241124,132,5,2,634
438,20230422,5,2,5,6280
439,20251104,133,14,4,4320
440,20250424,1,8,4,528
441,20231009,15,19,1,1118
442,20250210,123,7,4,1832
443,20230706,64,19,3,3354
444,20250802,135,9,5,7400
445,20241228,93,14,2,2160
446,20250224,23,10,1,826
447,20230829,147,6,5,735
448,20241111,110,19,2,2236
449,20230109,22,4,2,1260
450,20251012,116,3,1,1032
451,20240923,165,12,4,3564
452,20231018,125,20,1,1047
453,20230613,91,12,5,4455
454,20240405,24,13,4,5996
455,20250404,88,14,2,2160
456,20241115,5,13,2,2998
457,20250630,45,9,2,2960
458,20251024,57,3,3,3096
459,20250707,124,15,4,3740
460,20230526,83,18,2,1946
461,20250320,5,1,3,2541
462,20230315,1,5,1,317
463,20240507,164,1,5,4235
464,20230206,139,4,4,2520
465,20251127,62,5,3,951
466,20251002,142,4,4,2520
467,20250512,166,14,3,3240
468,20251006,195,20,2,2094
469,20250507,146,10,4,3304
470,20250308,184,2,5,6280
471,20231220,151,19,2,2236
472,20251102,89,3,3,3096
473,20230709,3,8,5,660
474,20240115,66,5,1,317
475,20230408,34,17,4,4636
476,20240424,77,12,1,891
477,20240326,197,8,4,528
478,20231015,19,3,5,5160
479,20250528,160,20,5,5235
480,20240429,157,5,4,1268
481,20250829,193,10,5,4130
482,20240309,150,13,1,1499
483,20240819,168,5,5,1585
484,20230819,13,3,4,4128
485,20250214,172,2,3,3768
486,20230902,171,3,2,2064
487,20240904,31,16,5,6445
488,20240622,139,4,3,1890
489,20240312,191,12,3,2673
490,20250318,96,1,5,4235
491,20231126,65,14,2,2160
492,20230629,3,10,2,1652
493,20251215,25,16,4,5156
494,20251216,126,8,1,132
495,20231007,77,7,5,2290
496,20241230,109,7,2,916
497,20240830,35,7,4,1832
498,20231104,32,8,3,396
499,20230126,195,1,1,847
500,20250720,185,15,4,3740
501,20250711,161,15,3,2805
502,20240427,81,16,1,1289
503,20230611,51,2,5,6280
504,20241003,18,12,4,3564
505,20241002,108,6,5,735
506,20250409,62,8,1,132
507,20230828,65,6,5,735
508,20231129,40,19,5,5590
509,20230824,26,17,4,4636
510,20250307,49,4,2,1260
511,20250221,131,7,3,1374
512,20230225,143,7,5,2290
513,20230914,41,18,4,3892
514,20240703,17,4,2,1260
515,20241030,13,3,1,1032
516,20250526,180,1,3,2541
517,20230112,8,14,1,1080
518,20251005,114,10,4,3304
519,20240424,21,12,1,891
520,20241004,153,12,2,1782
521,20250421,152,1,2,1694
522,20250602,82,2,5,6280
523,20240902,30,4,1,630
524,20240325,97,2,4,5024
525,20230731,142,15,2,1870
526,20240506,192,12,4,3564
527,20250429,199,16,5,6445
528,20250122,194,18,4,3892
529,20231206,128,20,1,1047
530,20230731,178,15,4,3740
531,20251105,145,1,5,4235
532,20230808,145,12,4,3564
533,20231231,64,18,3,2919
534,20240328,98,20,5,5235
535,20241029,87,19,5,5590
536,20240622,159,4,3,1890
537,20230627,176,2,4,5024
538,20240715,173,7,1,458
539,20231031,32,18,1,973
540,20250526,157,3,1,1032
541,20250611,183,12,4,3564
542,20240701,194,17,5,5795
543,20240221,52,12,2,1782
544,20240119,163,5,2,634
545,20230818,166,10,2,1652
546,20250623,179,2,2,2512
547,20231225,54,3,5,5160
548,20250820,30,16,3,3867
549,20240427,161,4,5,3150
550,20241007,37,2,2,2512
551,20250508,44,17,5,5795
552,20240102,189,8,1,132
553,20250707,124,11,4,5608
554,20231030,36,4,3,1890
555,20240411,78,2,1,1256
556,20241016,18,8,3,396
557,20241217,70,18,1,973
558,20240503,153,8,2,264
559,20251114,8,13,5,7495
560,20240926,186,2,3,3768
561,20251020,167,19,4,4472
562,20240619,41,5,3,951
563,20250809,55,10,2,1652
564,20241227,28,20,1,1047
565,20231028,196,8,5,660
566,20240919,118,16,2,2578
567,20231214,105,7,4,1832
568,20251112,129,17,1,1159
569,20250506,186,8,3,396
570,20241219,23,5,2,634
571,20241202,71,7,4,1832
572,20240605,125,5,5,1585
573,20240817,76,7,2,916
574,20241118,71,9,5,7400
575,20250804,94,7,4,1832
576,20251009,139,9,5,7400
577,20251021,136,17,4,4636
578,20230323,79,3,3,3096
579,20240122,99,10,4,3304
580,20230902,192,14,3,3240
581,20231223,155,10,1,826
582,20230217,167,4,1,630
583,20230103,113,4,5,3150
584,20241030,125,5,1,317
585,20250916,31,14,3,3240
586,20250102,73,14,3,3240
587,20251203,135,1,2,1694
588,20230909,18,1,2,1694
589,20251108,149,20,2,2094
590,20230215,12,10,1,826
591,20241009,48,17,4,4636
592,20241217,33,7,5,2290
593,20251104,1,5,2,634
594,20230809,123,14,2,2160
595,20240823,100,13,3,4497
596,20240908,91,17,1,1159
597,20230303,160,15,4,3740
598,20240927,3,6,4,588
599,20251003,64,8,1,132
600,20250819,141,12,1,891
601,20240729,191,10,1,826
602,20240502,96,18,4,3892
603,20240902,134,4,3,1890
604,20230122,192,1,3,2541
605,20240508,1,16,2,2578
606,20250811,111,5,1,317
607,20230216,189,15,2,1870
608,20250913,188,4,2,1260
609,20240309,174,8,1,132
610,20250406,6,10,4,3304
611,20251223,48,6,4,588
612,20230602,99,1,2,1694
613,20231005,21,19,5,5590
614,20240207,198,13,2,2998
615,20250504,116,4,2,1260
616,20240427,190,7,3,1374
617,20230629,55,8,4,528
618,20250719,38,18,5,4865
619,20231009,121,9,1,1480
620,20230922,163,16,5,6445
621,20231004,180,14,5,5400
622,20251109,140,3,3,3096
623,20230902,179,9,1,1480
624,20230213,61,20,3,3141
625,20240109,182,12,5,4455
626,20240408,185,15,2,1870
627,20230906,40,7,3,1374
628,20241129,142,1,5,4235
629,20240321,37,20,3,3141
630,20240123,85,3,5,5160
631,20251024,145,1,4,3388
632,20230520,186,12,2,1782
633,20251101,123,15,3,2805
634,20230506,47,12,2,1782
635,20250802,141,6,2,294
636,20230824,120,13,1,1499
637,20250202,5,16,5,6445
638,20240315,39,15,3,2805
639,20230530,193,3,5,5160
640,20250918,149,4,4,2520
641,20241126,181,1,4,3388
642,20241203,21,20,4,4188
643,20240201,127,15,4,3740
644,20230820,91,6,1,147
645,20240302,21,3,1,1032
646,20240623,87,20,5,5235
647,20240903,184,10,4,3304
648,20240211,19,19,3,3354
649,20230817,64,8,2,264
650,20240605,73,19,4,4472
651,20230217,96,6,3,441
652,20230522,84,2,1,1256
653,20230810,72,9,3,4440
654,20251104,173,8,4,528
655,20240310,116,11,4,5608
656,20230924,27,10,3,2478
657,20240709,99,13,1,1499
658,20230926,199,15,4,3740
659,20231021,126,13,4,5996
660,20241129,170,1,4,3388
661,20241028,5,4,3,1890
662,20230701,97,6,5,735
663,20231212,22,16,3,3867
664,20250227,54,4,4,2520
665,20250430,95,15,4,3740
666,20230625,53,5,3,951
667,20230917,187,17,5,5795
668,20241027,112,18,3,2919
669,20250331,197,5,2,634
670,20230408,34,7,5,2290
671,20251123,60,14,5,5400
672,20241208,167,13,1,1499
673,20251013,85,5,3,951
674,20240324,52,18,4,3892
675,20240607,113,2,2,2512
676,20250820,9,18,5,4865
677,20250418,60,12,3,2673
678,20250320,129,12,4,3564
679,20230913,165,15,1,935
680,20240105,53,11,1,1402
681,20230725,172,1,2,1694
682,20250818,11,6,5,735
683,20230330,3,10,5,4130
684,20230217,37,15,5,4675
685,20230612,138,9,3,4440
686,20240522,40,3,1,1032
687,20250409,21,10,3,2478
688,20250225,107,5,5,1585
689,20230408,118,15,5,4675
690,20230421,35,16,5,6445
691,20240621,11,19,2,2236
692,20230823,83,6,3,441
693,20250908,193,17,5,5795
694,20240227,161,11,3,4206
695,20250625,184,16,4,5156
696,20250102,171,3,1,1032
697,20250126,113,19,5,5590
698,20240223,199,6,3,441
699,20240204,176,9,3,4440
700,20251029,161,15,4,3740
701,20231224,194,3,3,3096
702,20240428,46,17,2,2318
703,20230207,5,3,1,1032
704,20250424,114,3,4,4128
705,20240411,184,5,5,1585
706,20240205,85,6,4,588
707,20250226,109,5,5,1585
708,20230316,95,3,4,4128
709,20230420,52,13,1,1499
710,20240203,27,16,2,2578
711,20241115,136,16,4,5156
712,20240605,54,3,4,4128
713,20230107,59,19,5,5590
714,20240719,189,13,1,1499
715,20241006,38,9,3,4440
716,20230225,24,9,5,7400
717,20230307,23,4,4,2520
718,20240820,48,12,4,3564
719,20250530,186,9,1,1480
720,20251114,46,16,4,5156
721,20250802,192,16,4,5156
722,20230115,12,19,2,2236
723,20250211,108,2,5,6280
724,20250516,146,15,3,2805
725,20250726,123,9,1,1480
726,20251001,190,4,2,1260
727,20251011,114,5,1,317
728,20240329,81,18,3,2919
729,20230202,166,6,4,588
730,20241012,47,14,5,5400
731,20250402,150,17,1,1159
732,20250916,162,8,5,660
733,20251020,68,11,2,2804
734,20230725,6,3,3,3096
735,20250810,63,1,1,847
736,20230830,179,9,4,5920
737,20240602,116,12,3,2673
738,20250804,132,8,5,660
739,20240106,143,7,1,458
740,20231023,98,18,4,3892
741,20240817,73,9,2,2960
742,20240701,187,10,4,3304
743,20240205,157,15,2,1870
744,20240814,163,10,2,1652
745,20230121,141,6,5,735
746,20230831,135,16,4,5156
747,20240716,198,12,1,891
748,20240615,110,14,4,4320
749,20230808,15,6,5,735
750,20230330,46,11,5,7010
751,20240903,176,6,1,147
752,20251031,47,3,1,1032
753,20241211,157,16,5,6445
754,20240613,1,13,2,2998
755,20250313,114,5,4,1268
756,20250914,64,5,2,634
757,20240513,35,20,3,3141
758,20240126,198,8,3,396
759,20240620,142,19,4,4472
760,20240221,112,13,1,1499
761,20230506,196,7,4,1832
762,20241212,9,15,2,1870
763,20230408,126,12,5,4455
764,20250627,152,20,1,1047
765,20241006,166,13,4,5996
766,20251107,59,3,1,1032
767,20250808,148,7,2,916
768,20250214,47,12,4,3564
769,20250920,50,19,5,5590
770,20240807,12,5,1,317
771,20240226,83,12,4,3564
772,20241002,14,17,3,3477
773,20250909,45,15,4,3740
774,20230412,93,7,2,916
775,20250715,55,5,2,634
776,20250718,148,14,1,1080
777,20250401,62,16,1,1289
778,20250325,74,8,1,132
779,20250220,161,9,1,1480
780,20230804,26,13,1,1499
781,20231225,160,16,3,3867
782,20240627,29,16,2,2578
783,20230222,24,5,2,634
784,20230129,163,11,5,7010
785,20240531,177,3,4,4128
786,20251201,12,4,3,1890
787,20240702,68,13,1,1499
788,20241025,102,10,2,1652
789,20241215,110,17,5,5795
790,20241011,58,14,2,2160
791,20250805,88,12,4,3564
792,20250502,77,6,4,588
793,20250205,166,4,5,3150
794,20230926,72,4,1,630
795,20240710,135,16,3,3867
796,20230111,65,18,2,1946
797,20230304,178,8,5,660
798,20240106,33,16,4,5156
799,20251210,107,17,1,1159
800,20251222,193,7,4,1832
801,20231230,155,6,2,294
802,20230311,194,6,3,441
803,20250921,136,7,4,1832
804,20240423,109,12,1,891
805,20250528,22,15,5,4675
806,20240810,2,2,5,6280
807,20231013,187,3,1,1032
808,20230709,192,19,1,1118
809,20230530,198,10,1,826
810,20250405,136,4,3,1890
811,20231008,39,2,2,2512
812,20240521,111,2,3,3768
813,20230402,132,19,5,5590
814,20230201,92,16,3,3867
815,20250215,68,17,2,2318
816,20241019,178,10,1,826
817,20250428,175,2,1,1256
818,20241215,120,2,1,1256
819,20250903,1,19,4,4472
820,20240330,116,2,5,6280
821,20250609,94,16,4,5156
822,20230109,35,9,2,2960
823,20250423,48,17,4,4636
824,20230828,16,13,1,1499
825,20231112,48,9,1,1480
826,20250725,38,1,2,1694
827,20230624,195,1,5,4235
828,20240910,116,17,1,1159
829,20240602,169,9,5,7400
830,20250815,76,5,2,634
831,20240705,33,14,2,2160
832,20251127,90,13,3,4497
833,20231221,26,2,2,2512
834,20230418,90,17,4,4636
835,20240801,160,15,4,3740
836,20241025,58,2,1,1256
837,20250413,83,10,5,4130
838,20230706,153,4,2,1260
839,20251107,120,10,1,826
840,20230817,41,13,3,4497
841,20241207,145,6,4,588
842,20240806,18,20,1,1047
843,20241109,97,1,4,3388
844,20240712,23,5,5,1585
845,20240613,3,2,4,5024
846,20250629,42,4,4,2520
847,20250605,158,17,3,3477
848,20231121,145,3,5,5160
849,20231027,13,2,4,5024
850,20230204,149,7,4,1832
851,20231201,95,10,3,2478
852,20240424,105,3,5,5160
853,20241113,59,2,4,5024
854,20241128,120,11,2,2804
855,20240424,40,11,2,2804
856,20230928,95,4,1,630
857,20250318,27,3,3,3096
858,20230527,60,8,2,264
859,20241229,118,1,5,4235
860,20250214,144,13,1,1499
861,20231029,50,1,5,4235
862,20251125,200,6,1,147
863,20251130,50,9,5,7400
864,20231017,192,4,5,3150
865,20250620,58,11,5,7010
866,20241215,173,5,2,634
867,20250419,37,12,4,3564
868,20251107,35,3,1,1032
869,20251230,159,11,3,4206
870,20230123,51,5,3,951
871,20250322,11,6,5,735
872,20240728,154,6,1,147
873,20241013,70,8,1,132
874,20240105,137,15,4,3740
875,20240721,66,1,3,2541
876,20240708,101,6,5,735
877,20230321,17,12,5,4455
878,20231010,36,17,5,5795
879,20250611,184,15,5,4675
880,20230913,88,1,4,3388
881,20230415,92,19,5,5590
882,20231220,11,8,1,132
883,20240615,173,2,1,1256
884,20230806,76,7,4,1832
885,20250501,101,12,5,4455
886,20250712,100,11,5,7010
887,20230427,24,6,4,588
888,20240613,123,13,5,7495
889,20241022,17,8,4,528
890,20250813,42,9,4,5920
891,20230115,30,12,3,2673
892,20230321,106,6,2,294
893,20230122,36,13,2,2998
894,20241017,28,11,1,1402
895,20231124,1,4,2,1260
896,20230709,69,3,3,3096
897,20240914,11,13,5,7495
898,20241129,95,18,4,3892
899,20241119,141,8,2,264
900,20240626,89,5,3,951
901,20230402,56,13,5,7495
902,20230212,92,8,1,132
903,20250829,112,14,1,1080
904,20240617,136,7,4,1832
905,20241105,96,15,5,4675
906,20240722,55,18,4,3892
907,20230630,165,17,2,2318
908,20230103,124,6,3,441
909,20251117,7,4,1,630
910,20241120,65,11,1,1402
911,20241223,98,2,5,6280
912,20231107,172,18,2,1946
913,20241226,73,9,1,1480
914,20230225,9,14,4,4320
915,20230617,111,11,5,7010
916,20240426,67,18,2,1946
917,20250608,55,5,1,317
918,20250926,123,15,5,4675
919,20240810,175,2,2,2512
920,20231005,12,11,1,1402
921,20250614,80,19,2,2236
922,20231003,96,7,2,916
923,20241012,38,12,4,3564
924,20250619,180,9,3,4440
925,20230818,146,14,5,5400
926,20250922,178,2,2,2512
927,20240207,12,9,4,5920
928,20240416,4,16,1,1289
929,20230118,60,2,4,5024
930,20241012,107,19,2,2236
931,20251024,53,7,2,916
932,20231101,71,1,4,3388
933,20240705,39,2,3,3768
934,20230508,121,19,4,4472
935,20231203,167,11,5,7010
936,20230317,99,3,2,2064
937,20240112,37,11,1,1402
938,20250324,115,8,5,660
939,20230308,58,12,3,2673
940,20250705,114,9,5,7400
941,20250203,157,9,1,1480
